,Symbol_x,Date,Expiry,Strike Price,Call Price,Put Price
7646,NIFTY,14-Jan-15,31-Dec-15,10000,156.9,1270.4
7648,NIFTY,15-Jan-15,31-Dec-15,10000,195.25,1090
7650,NIFTY,16-Jan-15,31-Dec-15,10000,199,1055
7652,NIFTY,19-Jan-15,31-Dec-15,10000,212.35,1080
7654,NIFTY,20-Jan-15,31-Dec-15,10000,238.7,956.1
7656,NIFTY,21-Jan-15,31-Dec-15,10000,259.3,940.75
7658,NIFTY,22-Jan-15,31-Dec-15,10000,267.5,915
7660,NIFTY,23-Jan-15,31-Dec-15,10000,301.6,871.8
7662,NIFTY,27-Jan-15,31-Dec-15,10000,325.2,807.35
7664,NIFTY,28-Jan-15,31-Dec-15,10000,354.1,860
7666,NIFTY,29-Jan-15,31-Dec-15,10000,354.1,851.6
7668,NIFTY,30-Jan-15,31-Dec-15,10000,326.9,910.9
7670,NIFTY,02-Feb-15,31-Dec-15,10000,315.15,921.5
7672,NIFTY,03-Feb-15,31-Dec-15,10000,306.85,942
7674,NIFTY,04-Feb-15,31-Dec-15,10000,291.65,971
7676,NIFTY,05-Feb-15,31-Dec-15,10000,282.75,979.15
7678,NIFTY,06-Feb-15,31-Dec-15,10000,265.3,1024.55
7680,NIFTY,09-Feb-15,31-Dec-15,10000,227.9,1129
7682,NIFTY,10-Feb-15,31-Dec-15,10000,223.6,1090
7684,NIFTY,11-Feb-15,31-Dec-15,10000,245.9,1041.15
7686,NIFTY,12-Feb-15,31-Dec-15,10000,281.7,975
7688,NIFTY,13-Feb-15,31-Dec-15,10000,302.85,927.5
7690,NIFTY,16-Feb-15,31-Dec-15,10000,298,926.25
7692,NIFTY,18-Feb-15,31-Dec-15,10000,311.55,895
7694,NIFTY,19-Feb-15,31-Dec-15,10000,322.85,771.7
7696,NIFTY,20-Feb-15,31-Dec-15,10000,297,905
7698,NIFTY,23-Feb-15,31-Dec-15,10000,271,966.95
7700,NIFTY,24-Feb-15,31-Dec-15,10000,265.1,967.3
7702,NIFTY,25-Feb-15,31-Dec-15,10000,258.65,940
7704,NIFTY,26-Feb-15,31-Dec-15,10000,244.35,1010
7706,NIFTY,27-Feb-15,31-Dec-15,10000,273.65,910
7708,NIFTY,28-Feb-15,31-Dec-15,10000,301.95,900
7710,NIFTY,02-Mar-15,31-Dec-15,10000,313.7,830
7712,NIFTY,03-Mar-15,31-Dec-15,10000,326.3,785
7714,NIFTY,04-Mar-15,31-Dec-15,10000,284.7,830
7716,NIFTY,05-Mar-15,31-Dec-15,10000,286.8,840
7718,NIFTY,09-Mar-15,31-Dec-15,10000,231,950
7720,NIFTY,10-Mar-15,31-Dec-15,10000,204.5,904.6
7722,NIFTY,11-Mar-15,31-Dec-15,10000,201,960
7724,NIFTY,12-Mar-15,31-Dec-15,10000,216.55,910
7726,NIFTY,13-Mar-15,31-Dec-15,10000,190.6,1000
7728,NIFTY,16-Mar-15,31-Dec-15,10000,183.25,1000
7730,NIFTY,17-Mar-15,31-Dec-15,10000,205.05,1020
7732,NIFTY,18-Mar-15,31-Dec-15,10000,192.45,965
7734,NIFTY,19-Mar-15,31-Dec-15,10000,175.75,1021.7
7736,NIFTY,20-Mar-15,31-Dec-15,10000,157.1,1034
7738,NIFTY,23-Mar-15,31-Dec-15,10000,155.1,1060
7740,NIFTY,24-Mar-15,31-Dec-15,10000,148.25,1049.9
7742,NIFTY,25-Mar-15,31-Dec-15,10000,143.05,1090
7744,NIFTY,26-Mar-15,31-Dec-15,10000,112.5,1187.9
7746,NIFTY,27-Mar-15,31-Dec-15,10000,106.9,1203.35
7748,NIFTY,30-Mar-15,31-Dec-15,10000,126,1130
7750,NIFTY,31-Mar-15,31-Dec-15,10000,128.05,1124.95
7752,NIFTY,01-Apr-15,31-Dec-15,10000,138.9,1040
7754,NIFTY,06-Apr-15,31-Dec-15,10000,143.1,1000
7756,NIFTY,07-Apr-15,31-Dec-15,10000,140.95,1038
7758,NIFTY,08-Apr-15,31-Dec-15,10000,152.85,960
7760,NIFTY,09-Apr-15,31-Dec-15,10000,158.65,911
7762,NIFTY,10-Apr-15,31-Dec-15,10000,166.5,938
7764,NIFTY,13-Apr-15,31-Dec-15,10000,168.45,940
7766,NIFTY,15-Apr-15,31-Dec-15,10000,155.75,915.25
7768,NIFTY,16-Apr-15,31-Dec-15,10000,143.05,1000
7770,NIFTY,17-Apr-15,31-Dec-15,10000,125.85,1020
7772,NIFTY,20-Apr-15,31-Dec-15,10000,100.45,1142.7
7774,NIFTY,21-Apr-15,31-Dec-15,10000,93,1198.6
7776,NIFTY,22-Apr-15,31-Dec-15,10000,102.75,1170
7778,NIFTY,23-Apr-15,31-Dec-15,10000,90.1,1170
7780,NIFTY,24-Apr-15,31-Dec-15,10000,76.45,1240.05
7782,NIFTY,27-Apr-15,31-Dec-15,10000,69.5,1314
7784,NIFTY,28-Apr-15,31-Dec-15,10000,75.5,1277.6
7786,NIFTY,29-Apr-15,31-Dec-15,10000,69.75,1332.75
7788,NIFTY,30-Apr-15,31-Dec-15,10000,58.7,1345.2
7790,NIFTY,04-May-15,31-Dec-15,10000,69.65,1239.4
7792,NIFTY,05-May-15,31-Dec-15,10000,69.2,1262.2
7794,NIFTY,06-May-15,31-Dec-15,10000,51.65,1473.65
7796,NIFTY,07-May-15,31-Dec-15,10000,49.3,1532.3
7798,NIFTY,08-May-15,31-Dec-15,10000,60.1,1412.45
7800,NIFTY,11-May-15,31-Dec-15,10000,70.9,1315
7802,NIFTY,12-May-15,31-Dec-15,10000,58.05,1511
7804,NIFTY,13-May-15,31-Dec-15,10000,66.6,1420
7806,NIFTY,14-May-15,31-Dec-15,10000,63.05,1414.9
7808,NIFTY,15-May-15,31-Dec-15,10000,61.9,1400
7810,NIFTY,18-May-15,31-Dec-15,10000,66.6,1273.95
7812,NIFTY,19-May-15,31-Dec-15,10000,67.4,1279.7
7814,NIFTY,20-May-15,31-Dec-15,10000,70.75,1235
7816,NIFTY,21-May-15,31-Dec-15,10000,67,1226.2
7818,NIFTY,22-May-15,31-Dec-15,10000,70.6,1220
7820,NIFTY,25-May-15,31-Dec-15,10000,63.45,1280
7822,NIFTY,26-May-15,31-Dec-15,10000,57.2,1320
7824,NIFTY,27-May-15,31-Dec-15,10000,56.95,1330
7826,NIFTY,28-May-15,31-Dec-15,10000,50.5,1335.5
7828,NIFTY,29-May-15,31-Dec-15,10000,61.15,1207.15
7830,NIFTY,01-Jun-15,31-Dec-15,10000,57.7,1259.9
7832,NIFTY,02-Jun-15,31-Dec-15,10000,41.05,1431.95
7834,NIFTY,03-Jun-15,31-Dec-15,10000,34.45,1513.7
7836,NIFTY,04-Jun-15,31-Dec-15,10000,36.1,1490
7838,NIFTY,05-Jun-15,31-Dec-15,10000,34.9,1525
7840,NIFTY,08-Jun-15,31-Dec-15,10000,30.8,1598.15
7842,NIFTY,09-Jun-15,31-Dec-15,10000,28.95,1621.05
7844,NIFTY,10-Jun-15,31-Dec-15,10000,32.9,1530
7846,NIFTY,11-Jun-15,31-Dec-15,10000,26.45,1690.45
7848,NIFTY,12-Jun-15,31-Dec-15,10000,26.7,1676.1
7850,NIFTY,15-Jun-15,31-Dec-15,10000,25.65,1632.8
7852,NIFTY,16-Jun-15,31-Dec-15,10000,25.45,1585.6
7854,NIFTY,17-Jun-15,31-Dec-15,10000,27.8,1576.5
7856,NIFTY,18-Jun-15,31-Dec-15,10000,31.4,1510
7858,NIFTY,19-Jun-15,31-Dec-15,10000,31.45,1430
7860,NIFTY,22-Jun-15,31-Dec-15,10000,37.95,1350
7862,NIFTY,23-Jun-15,31-Dec-15,10000,37.85,1325
7864,NIFTY,24-Jun-15,31-Dec-15,10000,39.35,1311.8
7866,NIFTY,25-Jun-15,31-Dec-15,10000,41.3,1279.8
7868,NIFTY,26-Jun-15,31-Dec-15,10000,36.45,1332.1
7870,NIFTY,29-Jun-15,31-Dec-15,10000,32.75,1383.35
7872,NIFTY,30-Jun-15,31-Dec-15,10000,35.8,1328.6
7874,NIFTY,01-Jul-15,31-Dec-15,10000,36.5,1259.7
7876,NIFTY,02-Jul-15,31-Dec-15,10000,35.3,1285
7878,NIFTY,03-Jul-15,31-Dec-15,10000,38.6,1230.6
7880,NIFTY,06-Jul-15,31-Dec-15,10000,42.7,1176.7
7882,NIFTY,07-Jul-15,31-Dec-15,10000,39.8,1204.45
7884,NIFTY,08-Jul-15,31-Dec-15,10000,34.75,1339.6
7886,NIFTY,09-Jul-15,31-Dec-15,10000,31.9,1350.6
7888,NIFTY,10-Jul-15,31-Dec-15,10000,33.25,1333.8
7890,NIFTY,13-Jul-15,31-Dec-15,10000,36.95,1260
7892,NIFTY,14-Jul-15,31-Dec-15,10000,36.7,1258.55
7894,NIFTY,15-Jul-15,31-Dec-15,10000,39.8,1189.4
7896,NIFTY,16-Jul-15,31-Dec-15,10000,42.55,1118.25
7898,NIFTY,17-Jul-15,31-Dec-15,10000,42.5,1112.45
7900,NIFTY,20-Jul-15,31-Dec-15,10000,40.35,1122.7
7902,NIFTY,21-Jul-15,31-Dec-15,10000,37.5,1210.2
7904,NIFTY,22-Jul-15,31-Dec-15,10000,41.6,1105
7906,NIFTY,23-Jul-15,31-Dec-15,10000,39,1155
7908,NIFTY,24-Jul-15,31-Dec-15,10000,35.95,1215
7910,NIFTY,27-Jul-15,31-Dec-15,10000,28.45,1365.05
7912,NIFTY,28-Jul-15,31-Dec-15,10000,24.9,1391.5
7914,NIFTY,29-Jul-15,31-Dec-15,10000,23.85,1388.3
7916,NIFTY,30-Jul-15,31-Dec-15,10000,22.9,1340
7918,NIFTY,31-Jul-15,31-Dec-15,10000,24.85,1235
7920,NIFTY,03-Aug-15,31-Dec-15,10000,23.7,1247.75
7922,NIFTY,04-Aug-15,31-Dec-15,10000,18.8,1270
7924,NIFTY,05-Aug-15,31-Dec-15,10000,21,1220
7926,NIFTY,06-Aug-15,31-Dec-15,10000,21.1,1185
7928,NIFTY,07-Aug-15,31-Dec-15,10000,19.8,1222
7930,NIFTY,10-Aug-15,31-Dec-15,10000,18.75,1241.4
7932,NIFTY,11-Aug-15,31-Dec-15,10000,16.2,1300
7934,NIFTY,12-Aug-15,31-Dec-15,10000,14.05,1430
7936,NIFTY,13-Aug-15,31-Dec-15,10000,15.15,1400
7938,NIFTY,14-Aug-15,31-Dec-15,10000,16.8,1246.1
7940,NIFTY,17-Aug-15,31-Dec-15,10000,16.4,1300
7942,NIFTY,18-Aug-15,31-Dec-15,10000,14.5,1325
7944,NIFTY,19-Aug-15,31-Dec-15,10000,16.1,1300
7946,NIFTY,20-Aug-15,31-Dec-15,10000,13.65,1429.85
7948,NIFTY,21-Aug-15,31-Dec-15,10000,13.65,1477.15
7950,NIFTY,24-Aug-15,31-Dec-15,10000,13.25,1893.45
7952,NIFTY,25-Aug-15,31-Dec-15,10000,16.75,1857.2
7954,NIFTY,26-Aug-15,31-Dec-15,10000,14.9,1970
7956,NIFTY,27-Aug-15,31-Dec-15,10000,14,1797.5
7958,NIFTY,28-Aug-15,31-Dec-15,10000,12.85,1800
7960,NIFTY,31-Aug-15,31-Dec-15,10000,10.1,1803.6
7962,NIFTY,01-Sep-15,31-Dec-15,10000,10.75,2048.55
7964,NIFTY,02-Sep-15,31-Dec-15,10000,11.15,2087.6
7966,NIFTY,03-Sep-15,31-Dec-15,10000,11.3,1976.95
7968,NIFTY,04-Sep-15,31-Dec-15,10000,11.8,2160.5
7970,NIFTY,07-Sep-15,31-Dec-15,10000,10.4,2275
7972,NIFTY,08-Sep-15,31-Dec-15,10000,10.3,2105.7
7974,NIFTY,09-Sep-15,31-Dec-15,10000,10.05,2028.25
7976,NIFTY,10-Sep-15,31-Dec-15,10000,10.35,1999.05
7978,NIFTY,11-Sep-15,31-Dec-15,10000,12,2040
7980,NIFTY,14-Sep-15,31-Dec-15,10000,10.85,1990
7982,NIFTY,15-Sep-15,31-Dec-15,10000,8.45,2012.6
7984,NIFTY,16-Sep-15,31-Dec-15,10000,7.2,1941.6
7986,NIFTY,18-Sep-15,31-Dec-15,10000,7.05,1853.35
7988,NIFTY,21-Sep-15,31-Dec-15,10000,7.35,1868.65
7990,NIFTY,22-Sep-15,31-Dec-15,10000,7.05,2037.3
7992,NIFTY,23-Sep-15,31-Dec-15,10000,7.8,1980
7994,NIFTY,24-Sep-15,31-Dec-15,10000,7,1976.75
7996,NIFTY,28-Sep-15,31-Dec-15,10000,6.45,2039
7998,NIFTY,29-Sep-15,31-Dec-15,10000,6,2012.6
8000,NIFTY,30-Sep-15,31-Dec-15,10000,6,1905
8002,NIFTY,01-Oct-15,31-Dec-15,10000,5.85,1910
8004,NIFTY,05-Oct-15,31-Dec-15,10000,6.85,1764.5
8006,NIFTY,06-Oct-15,31-Dec-15,10000,6.6,1720.1
8008,NIFTY,07-Oct-15,31-Dec-15,10000,6.55,1710
8010,NIFTY,08-Oct-15,31-Dec-15,10000,5.55,1720.75
8012,NIFTY,09-Oct-15,31-Dec-15,10000,5.9,1651.4
8014,NIFTY,12-Oct-15,31-Dec-15,10000,4.4,1690
8016,NIFTY,13-Oct-15,31-Dec-15,10000,4.95,1776
8018,NIFTY,14-Oct-15,31-Dec-15,10000,4.65,1767.25
8020,NIFTY,15-Oct-15,31-Dec-15,10000,5.85,1690
8022,NIFTY,16-Oct-15,31-Dec-15,10000,5.45,1630
8024,NIFTY,19-Oct-15,31-Dec-15,10000,5.6,1603.1
8026,NIFTY,20-Oct-15,31-Dec-15,10000,5.25,1621
8028,NIFTY,21-Oct-15,31-Dec-15,10000,5.2,1626.7
8030,NIFTY,23-Oct-15,31-Dec-15,10000,5.1,1576.25
8032,NIFTY,26-Oct-15,31-Dec-15,10000,5.05,1612.15
8034,NIFTY,27-Oct-15,31-Dec-15,10000,4.8,1635.8
8036,NIFTY,28-Oct-15,31-Dec-15,10000,4.1,1695.45
8038,NIFTY,29-Oct-15,31-Dec-15,10000,2.8,1763.2
8040,NIFTY,30-Oct-15,31-Dec-15,10000,2.45,1820.65
8042,NIFTY,02-Nov-15,31-Dec-15,10000,2.35,1844.4
8044,NIFTY,03-Nov-15,31-Dec-15,10000,2,1838.45
8046,NIFTY,04-Nov-15,31-Dec-15,10000,2.05,1849.85
8048,NIFTY,05-Nov-15,31-Dec-15,10000,1.7,1930.35
8050,NIFTY,06-Nov-15,31-Dec-15,10000,1.9,1945.2
8052,NIFTY,09-Nov-15,31-Dec-15,10000,2.5,1990.45
8054,NIFTY,10-Nov-15,31-Dec-15,10000,2.35,2119.65
8056,NIFTY,11-Nov-15,31-Dec-15,10000,2.6,2092.25
8058,NIFTY,13-Nov-15,31-Dec-15,10000,2.3,2143.75
8060,NIFTY,16-Nov-15,31-Dec-15,10000,2.65,2074.7
8062,NIFTY,17-Nov-15,31-Dec-15,10000,2.65,2067.4
8064,NIFTY,18-Nov-15,31-Dec-15,10000,2.25,2189.85
8066,NIFTY,19-Nov-15,31-Dec-15,10000,1.9,2070.05
8068,NIFTY,20-Nov-15,31-Dec-15,10000,1.85,2073.5
8070,NIFTY,23-Nov-15,31-Dec-15,10000,1.35,2081.7
8072,NIFTY,24-Nov-15,31-Dec-15,10000,1.15,2103.1
8074,NIFTY,26-Nov-15,31-Dec-15,10000,0.75,2044.85
8076,NIFTY,27-Nov-15,31-Dec-15,10000,0.6,2006.65
8078,NIFTY,30-Nov-15,31-Dec-15,10000,0.55,2000.6
8080,NIFTY,01-Dec-15,31-Dec-15,10000,0.5,1993.15
8082,NIFTY,02-Dec-15,31-Dec-15,10000,0.55,2019.65
8084,NIFTY,03-Dec-15,31-Dec-15,10000,0.5,2091.7
8086,NIFTY,04-Dec-15,31-Dec-15,10000,0.55,2162.75
8088,NIFTY,07-Dec-15,31-Dec-15,10000,0.5,2179.75
8090,NIFTY,08-Dec-15,31-Dec-15,10000,0.65,2260.4
8092,NIFTY,09-Dec-15,31-Dec-15,10000,0.6,2341.6
8094,NIFTY,10-Dec-15,31-Dec-15,10000,0.55,2275.55
8096,NIFTY,11-Dec-15,31-Dec-15,10000,0.65,2369.15
8098,NIFTY,14-Dec-15,31-Dec-15,10000,0.7,2323.15
8100,NIFTY,15-Dec-15,31-Dec-15,10000,0.9,2285.55
8102,NIFTY,16-Dec-15,31-Dec-15,10000,0.65,2221.1
8104,NIFTY,17-Dec-15,31-Dec-15,10000,0.6,2132.45
8106,NIFTY,18-Dec-15,31-Dec-15,10000,0.75,2202.85
8108,NIFTY,21-Dec-15,31-Dec-15,10000,0.55,2153.65
8110,NIFTY,22-Dec-15,31-Dec-15,10000,0.4,2206.15
8112,NIFTY,23-Dec-15,31-Dec-15,10000,0.35,2127.65
8114,NIFTY,24-Dec-15,31-Dec-15,10000,0.45,2129.25
8116,NIFTY,28-Dec-15,31-Dec-15,10000,0.25,2086.35
8118,NIFTY,29-Dec-15,31-Dec-15,10000,0.4,2064.3
8120,NIFTY,30-Dec-15,31-Dec-15,10000,0.15,2095.6
8122,NIFTY,31-Dec-15,31-Dec-15,10000,0,0
8124,NIFTY,01-Dec-14,31-Dec-15,11000,39.25,1528.65
8126,NIFTY,02-Dec-14,31-Dec-15,11000,61.3,1553.85
8128,NIFTY,03-Dec-14,31-Dec-15,11000,56.55,1533.15
8130,NIFTY,04-Dec-14,31-Dec-15,11000,53.65,1513.4
8132,NIFTY,05-Dec-14,31-Dec-15,11000,45.6,1540.25
8134,NIFTY,08-Dec-14,31-Dec-15,11000,48.9,1647.5
8136,NIFTY,09-Dec-14,31-Dec-15,11000,50.35,1753.15
8138,NIFTY,10-Dec-14,31-Dec-15,11000,45.6,1738.95
8140,NIFTY,11-Dec-14,31-Dec-15,11000,40.85,1799.35
8142,NIFTY,12-Dec-14,31-Dec-15,11000,37.25,1870.05
8144,NIFTY,15-Dec-14,31-Dec-15,11000,31.45,1871.6
8146,NIFTY,16-Dec-14,31-Dec-15,11000,48.25,2042.75
8148,NIFTY,17-Dec-14,31-Dec-15,11000,41.45,2066.75
8150,NIFTY,18-Dec-14,31-Dec-15,11000,73.2,1973.45
8152,NIFTY,19-Dec-14,31-Dec-15,11000,79.55,1919.4
8154,NIFTY,22-Dec-14,31-Dec-15,11000,100.65,1841.6
8156,NIFTY,23-Dec-14,31-Dec-15,11000,88.25,1888.6
8158,NIFTY,24-Dec-14,31-Dec-15,11000,81.05,1982.85
8160,NIFTY,26-Dec-14,31-Dec-15,11000,75.7,1955.65
8162,NIFTY,29-Dec-14,31-Dec-15,11000,74.85,1914.3
8164,NIFTY,30-Dec-14,31-Dec-15,11000,66.45,1907.35
8166,NIFTY,31-Dec-14,31-Dec-15,11000,64.5,1870.3
8168,NIFTY,01-Jan-15,31-Dec-15,11000,56.9,1865.8
8170,NIFTY,02-Jan-15,31-Dec-15,11000,60.05,1785.3
8172,NIFTY,05-Jan-15,31-Dec-15,11000,45,1799.6
8174,NIFTY,06-Jan-15,31-Dec-15,11000,132.95,2115.4
8176,NIFTY,07-Jan-15,31-Dec-15,11000,117.1,2126.2
8178,NIFTY,08-Jan-15,31-Dec-15,11000,155.3,2035.3
8180,NIFTY,09-Jan-15,31-Dec-15,11000,154.7,1982.2
8182,NIFTY,12-Jan-15,31-Dec-15,11000,148.05,1944.2
8184,NIFTY,13-Jan-15,31-Dec-15,11000,131.3,1953.5
8186,NIFTY,14-Jan-15,31-Dec-15,11000,116.3,1958.85
8188,NIFTY,15-Jan-15,31-Dec-15,11000,55.3,1865
8190,NIFTY,16-Jan-15,31-Dec-15,11000,50.05,1834.85
8192,NIFTY,19-Jan-15,31-Dec-15,11000,55.45,1798.8
8194,NIFTY,20-Jan-15,31-Dec-15,11000,73.45,1713.4
8196,NIFTY,21-Jan-15,31-Dec-15,11000,71.95,1672.2
8198,NIFTY,22-Jan-15,31-Dec-15,11000,75.05,1637.05
8200,NIFTY,23-Jan-15,31-Dec-15,11000,105,1571.75
8202,NIFTY,27-Jan-15,31-Dec-15,11000,110,1513.25
8204,NIFTY,28-Jan-15,31-Dec-15,11000,117.3,1499.3
8206,NIFTY,29-Jan-15,31-Dec-15,11000,108.75,1458.25
8208,NIFTY,30-Jan-15,31-Dec-15,11000,100,1588.55
8210,NIFTY,02-Feb-15,31-Dec-15,11000,99,1587.25
8212,NIFTY,03-Feb-15,31-Dec-15,11000,94,1610.4
8214,NIFTY,04-Feb-15,31-Dec-15,11000,93,1621.05
8216,NIFTY,05-Feb-15,31-Dec-15,11000,90.05,1623.1
8218,NIFTY,06-Feb-15,31-Dec-15,11000,85.05,1660.5
8220,NIFTY,09-Feb-15,31-Dec-15,11000,71.35,1796.9
8222,NIFTY,10-Feb-15,31-Dec-15,11000,72,1750.85
8224,NIFTY,11-Feb-15,31-Dec-15,11000,75,1691.3
8226,NIFTY,12-Feb-15,31-Dec-15,11000,92.25,1623.2
8228,NIFTY,13-Feb-15,31-Dec-15,11000,99.9,1551.25
8230,NIFTY,16-Feb-15,31-Dec-15,11000,84,1537.95
8232,NIFTY,18-Feb-15,31-Dec-15,11000,99,1490.75
8234,NIFTY,19-Feb-15,31-Dec-15,11000,105.45,1460.45
8236,NIFTY,20-Feb-15,31-Dec-15,11000,93.3,1507.55
8238,NIFTY,23-Feb-15,31-Dec-15,11000,83,1575.6
8240,NIFTY,24-Feb-15,31-Dec-15,11000,78.5,1565.45
8242,NIFTY,25-Feb-15,31-Dec-15,11000,77.9,1552.5
8244,NIFTY,26-Feb-15,31-Dec-15,11000,70.65,1630.4
8246,NIFTY,27-Feb-15,31-Dec-15,11000,80.95,1534.35
8248,NIFTY,28-Feb-15,31-Dec-15,11000,85.2,1484.3
8250,NIFTY,02-Mar-15,31-Dec-15,11000,79.5,1435.75
8252,NIFTY,03-Mar-15,31-Dec-15,11000,83.3,1401
8254,NIFTY,04-Mar-15,31-Dec-15,11000,71,1463.75
8256,NIFTY,05-Mar-15,31-Dec-15,11000,72,1449.4
8258,NIFTY,09-Mar-15,31-Dec-15,11000,59.75,1644.2
8260,NIFTY,10-Mar-15,31-Dec-15,11000,53,1676.3
8262,NIFTY,11-Mar-15,31-Dec-15,11000,52.5,1673.6
8264,NIFTY,12-Mar-15,31-Dec-15,11000,51.35,1608.25
8266,NIFTY,13-Mar-15,31-Dec-15,11000,49,1734.25
8268,NIFTY,16-Mar-15,31-Dec-15,11000,46,1741.15
8270,NIFTY,17-Mar-15,31-Dec-15,11000,47.15,1667.65
8272,NIFTY,18-Mar-15,31-Dec-15,11000,43.35,1693.8
8274,NIFTY,19-Mar-15,31-Dec-15,11000,41.25,1731.65
8276,NIFTY,20-Mar-15,31-Dec-15,11000,37.5,1786.9
8278,NIFTY,23-Mar-15,31-Dec-15,11000,36.35,1803.25
8280,NIFTY,24-Mar-15,31-Dec-15,11000,35,1800.95
8282,NIFTY,25-Mar-15,31-Dec-15,11000,33.65,1806.2
8284,NIFTY,26-Mar-15,31-Dec-15,11000,26.45,2018.35
8286,NIFTY,27-Mar-15,31-Dec-15,11000,26.9,2011.25
8288,NIFTY,30-Mar-15,31-Dec-15,11000,29.7,1903.6
8290,NIFTY,31-Mar-15,31-Dec-15,11000,27.3,1899.1
8292,NIFTY,01-Apr-15,31-Dec-15,11000,29.95,1821.65
8294,NIFTY,06-Apr-15,31-Dec-15,11000,34.55,1787.35
8296,NIFTY,07-Apr-15,31-Dec-15,11000,35.9,1779.7
8298,NIFTY,08-Apr-15,31-Dec-15,11000,34.35,1730.95
8300,NIFTY,09-Apr-15,31-Dec-15,11000,36.55,1677.2
8302,NIFTY,10-Apr-15,31-Dec-15,11000,35.95,1667.85
8304,NIFTY,13-Apr-15,31-Dec-15,11000,38.5,1623.25
8306,NIFTY,15-Apr-15,31-Dec-15,11000,33.5,1696.9
8308,NIFTY,16-Apr-15,31-Dec-15,11000,31.25,1733.6
8310,NIFTY,17-Apr-15,31-Dec-15,11000,28.5,1831.05
8312,NIFTY,20-Apr-15,31-Dec-15,11000,26,1995.65
8314,NIFTY,21-Apr-15,31-Dec-15,11000,22.8,2058.4
8316,NIFTY,22-Apr-15,31-Dec-15,11000,22.65,2007.2
8318,NIFTY,23-Apr-15,31-Dec-15,11000,24,2033.8
8320,NIFTY,24-Apr-15,31-Dec-15,11000,23,2123.9
8322,NIFTY,27-Apr-15,31-Dec-15,11000,17.75,2217.4
8324,NIFTY,28-Apr-15,31-Dec-15,11000,23,2151.7
8326,NIFTY,29-Apr-15,31-Dec-15,11000,20,2188.6
8328,NIFTY,30-Apr-15,31-Dec-15,11000,18.2,2245.2
8330,NIFTY,04-May-15,31-Dec-15,11000,19,2126.05
8332,NIFTY,05-May-15,31-Dec-15,11000,21,2130.65
8334,NIFTY,06-May-15,31-Dec-15,11000,16,2375.8
8336,NIFTY,07-May-15,31-Dec-15,11000,15,2408.75
8338,NIFTY,08-May-15,31-Dec-15,11000,17,2298.05
8340,NIFTY,11-May-15,31-Dec-15,11000,18,2191.2
8342,NIFTY,12-May-15,31-Dec-15,11000,18.9,2393.6
8344,NIFTY,13-May-15,31-Dec-15,11000,16,2301.05
8346,NIFTY,14-May-15,31-Dec-15,11000,15.55,2301.15
8348,NIFTY,15-May-15,31-Dec-15,11000,15,2259.55
8350,NIFTY,18-May-15,31-Dec-15,11000,14,2170.05
8352,NIFTY,19-May-15,31-Dec-15,11000,14,2169.45
8354,NIFTY,20-May-15,31-Dec-15,11000,14.25,2116.1
8356,NIFTY,21-May-15,31-Dec-15,11000,13,2111.55
8358,NIFTY,22-May-15,31-Dec-15,11000,14,2070.6
8360,NIFTY,25-May-15,31-Dec-15,11000,10,2156.1
8362,NIFTY,26-May-15,31-Dec-15,11000,15.9,2180.7
8364,NIFTY,27-May-15,31-Dec-15,11000,44,2179.9
8366,NIFTY,28-May-15,31-Dec-15,11000,14,2190.85
8368,NIFTY,29-May-15,31-Dec-15,11000,50.05,2092.25
8370,NIFTY,01-Jun-15,31-Dec-15,11000,18,2091.2
8372,NIFTY,02-Jun-15,31-Dec-15,11000,13,2311.1
8374,NIFTY,03-Jun-15,31-Dec-15,11000,14,2401.65
8376,NIFTY,04-Jun-15,31-Dec-15,11000,13,2407.9
8378,NIFTY,05-Jun-15,31-Dec-15,11000,13,2423.05
8380,NIFTY,08-Jun-15,31-Dec-15,11000,22.25,2495.45
8382,NIFTY,09-Jun-15,31-Dec-15,11000,12.9,2513.9
8384,NIFTY,10-Jun-15,31-Dec-15,11000,16,2421.15
8386,NIFTY,11-Jun-15,31-Dec-15,11000,10,2583.95
8388,NIFTY,12-Jun-15,31-Dec-15,11000,21.35,2562.65
8390,NIFTY,15-Jun-15,31-Dec-15,11000,11,2675
8392,NIFTY,16-Jun-15,31-Dec-15,11000,17.05,2504.3
8394,NIFTY,17-Jun-15,31-Dec-15,11000,16.45,2457.2
8396,NIFTY,18-Jun-15,31-Dec-15,11000,19.45,2378.95
8398,NIFTY,19-Jun-15,31-Dec-15,11000,19.35,2328
8400,NIFTY,22-Jun-15,31-Dec-15,11000,29.85,2218.45
8402,NIFTY,23-Jun-15,31-Dec-15,11000,14.9,2190.25
8404,NIFTY,24-Jun-15,31-Dec-15,11000,22.05,2208.15
8406,NIFTY,25-Jun-15,31-Dec-15,11000,8,2170.95
8408,NIFTY,26-Jun-15,31-Dec-15,11000,9.4,2184.55
8410,NIFTY,29-Jun-15,31-Dec-15,11000,9.75,2245
8412,NIFTY,30-Jun-15,31-Dec-15,11000,9,2202.05
8414,NIFTY,01-Jul-15,31-Dec-15,11000,9,2124.75
8416,NIFTY,02-Jul-15,31-Dec-15,11000,9.9,2134.2
8418,NIFTY,03-Jul-15,31-Dec-15,11000,10,2096.5
8420,NIFTY,06-Jul-15,31-Dec-15,11000,11.15,2068.65
8422,NIFTY,07-Jul-15,31-Dec-15,11000,10,2083.95
