,Symbol_x,Date,Expiry,Strike Price,Call Price,Put Price
802,NIFTY,26-Aug-14,24-Dec-14,6000,1995,7
804,NIFTY,27-Aug-14,24-Dec-14,6000,2050.5,7.1
806,NIFTY,28-Aug-14,24-Dec-14,6000,2062.7,7
808,NIFTY,01-Sep-14,24-Dec-14,6000,2146.5,6.45
810,NIFTY,02-Sep-14,24-Dec-14,6000,2205,5.95
812,NIFTY,03-Sep-14,24-Dec-14,6000,2211,5.9
814,NIFTY,04-Sep-14,24-Dec-14,6000,2199,4.65
816,NIFTY,05-Sep-14,24-Dec-14,6000,2205.5,4.5
818,NIFTY,08-Sep-14,24-Dec-14,6000,2230,4.5
820,NIFTY,09-Sep-14,24-Dec-14,6000,2260,6
822,NIFTY,10-Sep-14,24-Dec-14,6000,2215,3.55
824,NIFTY,11-Sep-14,24-Dec-14,6000,2185,5.45
826,NIFTY,12-Sep-14,24-Dec-14,6000,2212,4.5
828,NIFTY,15-Sep-14,24-Dec-14,6000,2178.65,6.2
830,NIFTY,16-Sep-14,24-Dec-14,6000,2081.85,8
832,NIFTY,17-Sep-14,24-Dec-14,6000,2090,0
834,NIFTY,18-Sep-14,24-Dec-14,6000,2215,3.6
836,NIFTY,19-Sep-14,24-Dec-14,6000,2244.7,0
838,NIFTY,22-Sep-14,24-Dec-14,6000,2251.6,4.1
840,NIFTY,23-Sep-14,24-Dec-14,6000,2126.45,5
842,NIFTY,24-Sep-14,24-Dec-14,6000,2099.25,5.5
844,NIFTY,25-Sep-14,24-Dec-14,6000,1996.7,5.7
846,NIFTY,26-Sep-14,24-Dec-14,6000,2095.4,5.4
848,NIFTY,29-Sep-14,24-Dec-14,6000,2040,5.3
850,NIFTY,30-Sep-14,24-Dec-14,6000,2030,4
852,NIFTY,01-Oct-14,24-Dec-14,6000,2021.35,5
854,NIFTY,07-Oct-14,24-Dec-14,6000,1934,6
856,NIFTY,08-Oct-14,24-Dec-14,6000,1925,0
858,NIFTY,09-Oct-14,24-Dec-14,6000,2043.7,0
860,NIFTY,10-Oct-14,24-Dec-14,6000,1950,3.1
862,NIFTY,13-Oct-14,24-Dec-14,6000,1963.75,4.15
864,NIFTY,14-Oct-14,24-Dec-14,6000,1944.9,4.95
866,NIFTY,16-Oct-14,24-Dec-14,6000,1846.7,5.8
868,NIFTY,17-Oct-14,24-Dec-14,6000,1890.55,5.25
870,NIFTY,20-Oct-14,24-Dec-14,6000,1951.35,3.2
872,NIFTY,21-Oct-14,24-Dec-14,6000,1989.1,3.15
874,NIFTY,22-Oct-14,24-Dec-14,6000,2059.65,2.6
876,NIFTY,23-Oct-14,24-Dec-14,6000,2064.9,2.35
878,NIFTY,27-Oct-14,24-Dec-14,6000,2063.25,3.65
880,NIFTY,28-Oct-14,24-Dec-14,6000,2105.65,5
882,NIFTY,29-Oct-14,24-Dec-14,6000,2145.45,3.3
884,NIFTY,30-Oct-14,24-Dec-14,6000,2194.55,2
886,NIFTY,31-Oct-14,24-Dec-14,6000,2367.95,1.8
888,NIFTY,03-Nov-14,24-Dec-14,6000,2388.2,2.3
890,NIFTY,05-Nov-14,24-Dec-14,6000,2407.7,2.55
892,NIFTY,07-Nov-14,24-Dec-14,6000,2414.45,2.75
894,NIFTY,10-Nov-14,24-Dec-14,6000,2405.9,2.45
896,NIFTY,11-Nov-14,24-Dec-14,6000,2426.3,2
898,NIFTY,12-Nov-14,24-Dec-14,6000,2443.9,2.3
900,NIFTY,13-Nov-14,24-Dec-14,6000,2395,2.05
902,NIFTY,14-Nov-14,24-Dec-14,6000,2447.45,2.4
904,NIFTY,17-Nov-14,24-Dec-14,6000,2481.2,2.55
906,NIFTY,18-Nov-14,24-Dec-14,6000,2479.3,2.35
908,NIFTY,19-Nov-14,24-Dec-14,6000,2442.7,2.5
910,NIFTY,20-Nov-14,24-Dec-14,6000,2450.75,2.2
912,NIFTY,21-Nov-14,24-Dec-14,6000,2531.7,2.2
914,NIFTY,24-Nov-14,24-Dec-14,6000,2567.35,1.5
916,NIFTY,25-Nov-14,24-Dec-14,6000,2496.85,1.05
918,NIFTY,26-Nov-14,24-Dec-14,6000,2518.6,1.1
920,NIFTY,27-Nov-14,24-Dec-14,6000,2524.3,0.8
922,NIFTY,28-Nov-14,24-Dec-14,6000,2621.8,0.75
924,NIFTY,01-Dec-14,24-Dec-14,6000,2583.85,0.85
926,NIFTY,02-Dec-14,24-Dec-14,6000,2564.9,0.75
928,NIFTY,03-Dec-14,24-Dec-14,6000,2571.1,0.75
930,NIFTY,04-Dec-14,24-Dec-14,6000,2603.7,0.9
932,NIFTY,05-Dec-14,24-Dec-14,6000,2587.3,0.8
934,NIFTY,08-Dec-14,24-Dec-14,6000,2487.3,0.75
936,NIFTY,09-Dec-14,24-Dec-14,6000,2387.4,0.55
938,NIFTY,10-Dec-14,24-Dec-14,6000,2400.85,0.55
940,NIFTY,11-Dec-14,24-Dec-14,6000,2340.2,0.7
942,NIFTY,12-Dec-14,24-Dec-14,6000,2272.4,0.55
944,NIFTY,15-Dec-14,24-Dec-14,6000,2261,0.45
946,NIFTY,16-Dec-14,24-Dec-14,6000,2113.7,0.65
948,NIFTY,17-Dec-14,24-Dec-14,6000,2053.6,0.7
950,NIFTY,18-Dec-14,24-Dec-14,6000,2181.35,0.65
952,NIFTY,19-Dec-14,24-Dec-14,6000,2240.15,0.35
954,NIFTY,22-Dec-14,24-Dec-14,6000,2333.8,0.55
956,NIFTY,23-Dec-14,24-Dec-14,6000,2268.25,0.35
958,NIFTY,24-Dec-14,24-Dec-14,6000,0,0
960,NIFTY,01-Jan-14,24-Dec-14,7000,440.05,634.75
962,NIFTY,02-Jan-14,24-Dec-14,7000,409.8,714.2
964,NIFTY,03-Jan-14,24-Dec-14,7000,403.8,713.5
966,NIFTY,06-Jan-14,24-Dec-14,7000,386.75,732
968,NIFTY,07-Jan-14,24-Dec-14,7000,372.2,738
970,NIFTY,08-Jan-14,24-Dec-14,7000,369.1,746
972,NIFTY,09-Jan-14,24-Dec-14,7000,360.5,747.7
974,NIFTY,10-Jan-14,24-Dec-14,7000,361.15,755
976,NIFTY,13-Jan-14,24-Dec-14,7000,396.8,709.35
978,NIFTY,14-Jan-14,24-Dec-14,7000,394.8,721.5
980,NIFTY,15-Jan-14,24-Dec-14,7000,423.4,688.1
982,NIFTY,16-Jan-14,24-Dec-14,7000,421.25,689.85
984,NIFTY,17-Jan-14,24-Dec-14,7000,402.2,717
986,NIFTY,20-Jan-14,24-Dec-14,7000,410.4,699
988,NIFTY,21-Jan-14,24-Dec-14,7000,412,690
990,NIFTY,22-Jan-14,24-Dec-14,7000,428,669
992,NIFTY,23-Jan-14,24-Dec-14,7000,432.9,673
994,NIFTY,24-Jan-14,24-Dec-14,7000,406,713.55
996,NIFTY,27-Jan-14,24-Dec-14,7000,357.6,796.9
998,NIFTY,28-Jan-14,24-Dec-14,7000,346.75,795
1000,NIFTY,29-Jan-14,24-Dec-14,7000,356,830.8
1002,NIFTY,30-Jan-14,24-Dec-14,7000,323.4,845.5
1004,NIFTY,31-Jan-14,24-Dec-14,7000,327,840.1
1006,NIFTY,03-Feb-14,24-Dec-14,7000,308.5,898.55
1008,NIFTY,04-Feb-14,24-Dec-14,7000,305.1,891
1010,NIFTY,05-Feb-14,24-Dec-14,7000,305,884
1012,NIFTY,06-Feb-14,24-Dec-14,7000,304.4,880.2
1014,NIFTY,07-Feb-14,24-Dec-14,7000,310.5,865
1016,NIFTY,10-Feb-14,24-Dec-14,7000,310.5,874
1018,NIFTY,11-Feb-14,24-Dec-14,7000,305.45,863
1020,NIFTY,12-Feb-14,24-Dec-14,7000,310,842
1022,NIFTY,13-Feb-14,24-Dec-14,7000,283.6,904.35
1024,NIFTY,14-Feb-14,24-Dec-14,7000,292,858.2
1026,NIFTY,17-Feb-14,24-Dec-14,7000,290.6,830
1028,NIFTY,18-Feb-14,24-Dec-14,7000,311,809.9
1030,NIFTY,19-Feb-14,24-Dec-14,7000,310.85,795.15
1032,NIFTY,20-Feb-14,24-Dec-14,7000,299.35,825
1034,NIFTY,21-Feb-14,24-Dec-14,7000,310.6,785.05
1036,NIFTY,24-Feb-14,24-Dec-14,7000,316.75,754
1038,NIFTY,25-Feb-14,24-Dec-14,7000,326,748.4
1040,NIFTY,26-Feb-14,24-Dec-14,7000,324.85,729
1042,NIFTY,28-Feb-14,24-Dec-14,7000,324,709.5
1044,NIFTY,03-Mar-14,24-Dec-14,7000,303.25,757.2
1046,NIFTY,04-Mar-14,24-Dec-14,7000,323.5,692.6
1048,NIFTY,05-Mar-14,24-Dec-14,7000,311.75,659.05
1050,NIFTY,06-Mar-14,24-Dec-14,7000,344.55,620
1052,NIFTY,07-Mar-14,24-Dec-14,7000,383.05,554.9
1054,NIFTY,10-Mar-14,24-Dec-14,7000,418.35,557
1056,NIFTY,11-Mar-14,24-Dec-14,7000,403.95,573.4
1058,NIFTY,12-Mar-14,24-Dec-14,7000,403.35,562.6
1060,NIFTY,13-Mar-14,24-Dec-14,7000,397.45,589.2
1062,NIFTY,14-Mar-14,24-Dec-14,7000,406,587.45
1064,NIFTY,18-Mar-14,24-Dec-14,7000,413.2,575
1066,NIFTY,19-Mar-14,24-Dec-14,7000,415.8,565
1068,NIFTY,20-Mar-14,24-Dec-14,7000,403,593.35
1070,NIFTY,21-Mar-14,24-Dec-14,7000,401.75,576.8
1072,NIFTY,22-Mar-14,24-Dec-14,7000,398.25,296.1
1074,NIFTY,24-Mar-14,24-Dec-14,7000,434.95,533.75
1076,NIFTY,25-Mar-14,24-Dec-14,7000,436.15,543.05
1078,NIFTY,26-Mar-14,24-Dec-14,7000,437,530.3
1080,NIFTY,27-Mar-14,24-Dec-14,7000,439.4,525.5
1082,NIFTY,28-Mar-14,24-Dec-14,7000,448.5,495.1
1084,NIFTY,31-Mar-14,24-Dec-14,7000,465,483.95
1086,NIFTY,01-Apr-14,24-Dec-14,7000,459.8,459.2
1088,NIFTY,02-Apr-14,24-Dec-14,7000,474.4,444.55
1090,NIFTY,03-Apr-14,24-Dec-14,7000,456.9,446.8
1092,NIFTY,04-Apr-14,24-Dec-14,7000,447.7,453.25
1094,NIFTY,07-Apr-14,24-Dec-14,7000,445.2,459.7
1096,NIFTY,09-Apr-14,24-Dec-14,7000,504.15,403.75
1098,NIFTY,10-Apr-14,24-Dec-14,7000,524.6,434.8
1100,NIFTY,11-Apr-14,24-Dec-14,7000,508.8,440.15
1102,NIFTY,15-Apr-14,24-Dec-14,7000,488.8,466.25
1104,NIFTY,16-Apr-14,24-Dec-14,7000,465.05,489.3
1106,NIFTY,17-Apr-14,24-Dec-14,7000,515.05,438.85
1108,NIFTY,21-Apr-14,24-Dec-14,7000,537.75,411.8
1110,NIFTY,22-Apr-14,24-Dec-14,7000,528.2,413.8
1112,NIFTY,23-Apr-14,24-Dec-14,7000,533.45,391.1
1114,NIFTY,25-Apr-14,24-Dec-14,7000,483.45,405.05
1116,NIFTY,28-Apr-14,24-Dec-14,7000,478.05,411.2
1118,NIFTY,29-Apr-14,24-Dec-14,7000,444.45,437.9
1120,NIFTY,30-Apr-14,24-Dec-14,7000,416.05,455.05
1122,NIFTY,02-May-14,24-Dec-14,7000,431.45,457.6
1124,NIFTY,05-May-14,24-Dec-14,7000,435.3,455.7
1126,NIFTY,06-May-14,24-Dec-14,7000,426.8,444.55
1128,NIFTY,07-May-14,24-Dec-14,7000,394.6,470.65
1130,NIFTY,08-May-14,24-Dec-14,7000,389.15,469.6
1132,NIFTY,09-May-14,24-Dec-14,7000,506.25,405.5
1134,NIFTY,12-May-14,24-Dec-14,7000,590.75,326
1136,NIFTY,13-May-14,24-Dec-14,7000,627.35,273.8
1138,NIFTY,14-May-14,24-Dec-14,7000,646.15,274.6
1140,NIFTY,15-May-14,24-Dec-14,7000,649.4,282.2
1142,NIFTY,16-May-14,24-Dec-14,7000,674.85,181.65
1144,NIFTY,19-May-14,24-Dec-14,7000,702.25,179.95
1146,NIFTY,20-May-14,24-Dec-14,7000,708.25,175.55
1148,NIFTY,21-May-14,24-Dec-14,7000,688.95,173.05
1150,NIFTY,22-May-14,24-Dec-14,7000,702.6,164.55
1152,NIFTY,23-May-14,24-Dec-14,7000,748.7,142.15
1154,NIFTY,26-May-14,24-Dec-14,7000,759.6,140.6
1156,NIFTY,27-May-14,24-Dec-14,7000,718.9,159.85
1158,NIFTY,28-May-14,24-Dec-14,7000,714.25,146.65
1160,NIFTY,29-May-14,24-Dec-14,7000,651.5,156.5
1162,NIFTY,30-May-14,24-Dec-14,7000,625.3,163.25
1164,NIFTY,02-Jun-14,24-Dec-14,7000,731.55,137.3
1166,NIFTY,03-Jun-14,24-Dec-14,7000,765.25,121.4
1168,NIFTY,04-Jun-14,24-Dec-14,7000,764,124.55
1170,NIFTY,05-Jun-14,24-Dec-14,7000,827.5,113.6
1172,NIFTY,06-Jun-14,24-Dec-14,7000,910.9,99
1174,NIFTY,09-Jun-14,24-Dec-14,7000,988.25,86.5
1176,NIFTY,10-Jun-14,24-Dec-14,7000,987.25,85.9
1178,NIFTY,11-Jun-14,24-Dec-14,7000,957.65,89.6
1180,NIFTY,12-Jun-14,24-Dec-14,7000,979.7,81.7
1182,NIFTY,13-Jun-14,24-Dec-14,7000,884.75,96.15
1184,NIFTY,16-Jun-14,24-Dec-14,7000,882,98.65
1186,NIFTY,17-Jun-14,24-Dec-14,7000,965.8,83.25
1188,NIFTY,18-Jun-14,24-Dec-14,7000,900.6,97.6
1190,NIFTY,19-Jun-14,24-Dec-14,7000,899.55,109.35
1192,NIFTY,20-Jun-14,24-Dec-14,7000,862.6,114.45
1194,NIFTY,23-Jun-14,24-Dec-14,7000,845.3,120.1
1196,NIFTY,24-Jun-14,24-Dec-14,7000,929.8,106.45
1198,NIFTY,25-Jun-14,24-Dec-14,7000,900.05,108.95
1200,NIFTY,26-Jun-14,24-Dec-14,7000,833.45,113.6
1202,NIFTY,27-Jun-14,24-Dec-14,7000,855,116.6
1204,NIFTY,30-Jun-14,24-Dec-14,7000,918.1,103.5
1206,NIFTY,01-Jul-14,24-Dec-14,7000,937.55,97.3
1208,NIFTY,02-Jul-14,24-Dec-14,7000,1012.1,79.4
1210,NIFTY,03-Jul-14,24-Dec-14,7000,995,81.6
1212,NIFTY,04-Jul-14,24-Dec-14,7000,1044.7,78.35
1214,NIFTY,07-Jul-14,24-Dec-14,7000,1059.3,77.25
1216,NIFTY,08-Jul-14,24-Dec-14,7000,941.3,87.6
1218,NIFTY,09-Jul-14,24-Dec-14,7000,887.5,95.45
1220,NIFTY,10-Jul-14,24-Dec-14,7000,843.75,88.7
1222,NIFTY,11-Jul-14,24-Dec-14,7000,791.75,101.95
1224,NIFTY,14-Jul-14,24-Dec-14,7000,780,102.2
1226,NIFTY,15-Jul-14,24-Dec-14,7000,812,89.95
1228,NIFTY,16-Jul-14,24-Dec-14,7000,897.7,81.3
1230,NIFTY,17-Jul-14,24-Dec-14,7000,905.35,73.6
1232,NIFTY,18-Jul-14,24-Dec-14,7000,912.1,73.4
1234,NIFTY,21-Jul-14,24-Dec-14,7000,941,69.85
1236,NIFTY,22-Jul-14,24-Dec-14,7000,1006.55,59.45
1238,NIFTY,23-Jul-14,24-Dec-14,7000,1017.5,55.7
1240,NIFTY,24-Jul-14,24-Dec-14,7000,1052,52.05
1242,NIFTY,25-Jul-14,24-Dec-14,7000,1010.9,54.9
1244,NIFTY,28-Jul-14,24-Dec-14,7000,976.5,56.6
1246,NIFTY,30-Jul-14,24-Dec-14,7000,1006.65,53.4
1248,NIFTY,31-Jul-14,24-Dec-14,7000,945.2,58.3
1250,NIFTY,01-Aug-14,24-Dec-14,7000,842.3,74.05
1252,NIFTY,04-Aug-14,24-Dec-14,7000,905.3,59.75
1254,NIFTY,05-Aug-14,24-Dec-14,7000,953,52.4
1256,NIFTY,06-Aug-14,24-Dec-14,7000,889.5,57.8
1258,NIFTY,07-Aug-14,24-Dec-14,7000,864.8,57.9
1260,NIFTY,08-Aug-14,24-Dec-14,7000,796.55,65.3
1262,NIFTY,11-Aug-14,24-Dec-14,7000,826.95,55.2
1264,NIFTY,12-Aug-14,24-Dec-14,7000,921.35,44.15
1266,NIFTY,13-Aug-14,24-Dec-14,7000,916.5,43.15
1268,NIFTY,14-Aug-14,24-Dec-14,7000,967.55,37.5
1270,NIFTY,18-Aug-14,24-Dec-14,7000,1044.7,33.85
1272,NIFTY,19-Aug-14,24-Dec-14,7000,1079.85,31.1
1274,NIFTY,20-Aug-14,24-Dec-14,7000,1064.2,31.35
1276,NIFTY,21-Aug-14,24-Dec-14,7000,1073.6,29
1278,NIFTY,22-Aug-14,24-Dec-14,7000,1094.65,27.9
1280,NIFTY,25-Aug-14,24-Dec-14,7000,1084,28.25
1282,NIFTY,26-Aug-14,24-Dec-14,7000,1070.5,27
1284,NIFTY,27-Aug-14,24-Dec-14,7000,1102.65,25.55
1286,NIFTY,28-Aug-14,24-Dec-14,7000,1114.4,23.75
1288,NIFTY,01-Sep-14,24-Dec-14,7000,1199,19.65
1290,NIFTY,02-Sep-14,24-Dec-14,7000,1254.3,19.35
1292,NIFTY,03-Sep-14,24-Dec-14,7000,1270.9,18.45
1294,NIFTY,04-Sep-14,24-Dec-14,7000,1257.45,19
1296,NIFTY,05-Sep-14,24-Dec-14,7000,1247.75,18.95
1298,NIFTY,08-Sep-14,24-Dec-14,7000,1323.4,16.5
1300,NIFTY,09-Sep-14,24-Dec-14,7000,1310.05,15.65
1302,NIFTY,10-Sep-14,24-Dec-14,7000,1264.65,18.1
1304,NIFTY,11-Sep-14,24-Dec-14,7000,1251.05,18.25
1306,NIFTY,12-Sep-14,24-Dec-14,7000,1265,17.05
1308,NIFTY,15-Sep-14,24-Dec-14,7000,1209.9,20
1310,NIFTY,16-Sep-14,24-Dec-14,7000,1121.65,23.8
1312,NIFTY,17-Sep-14,24-Dec-14,7000,1135,20.15
1314,NIFTY,18-Sep-14,24-Dec-14,7000,1258.15,15.2
1316,NIFTY,19-Sep-14,24-Dec-14,7000,1275,14.75
1318,NIFTY,22-Sep-14,24-Dec-14,7000,1299.55,12.45
1320,NIFTY,23-Sep-14,24-Dec-14,7000,1185.95,16.95
1322,NIFTY,24-Sep-14,24-Dec-14,7000,1145,16.3
1324,NIFTY,25-Sep-14,24-Dec-14,7000,1048.55,19.4
1326,NIFTY,26-Sep-14,24-Dec-14,7000,1109.5,16.25
1328,NIFTY,29-Sep-14,24-Dec-14,7000,1090,16.25
1330,NIFTY,30-Sep-14,24-Dec-14,7000,1082.35,14.8
1332,NIFTY,01-Oct-14,24-Dec-14,7000,1074.4,14.7
1334,NIFTY,07-Oct-14,24-Dec-14,7000,982,16.6
1336,NIFTY,08-Oct-14,24-Dec-14,7000,978.4,15.4
1338,NIFTY,09-Oct-14,24-Dec-14,7000,1092.95,11
1340,NIFTY,10-Oct-14,24-Dec-14,7000,978.4,15.25
1342,NIFTY,13-Oct-14,24-Dec-14,7000,1006,13.55
1344,NIFTY,14-Oct-14,24-Dec-14,7000,982,14.85
1346,NIFTY,16-Oct-14,24-Dec-14,7000,880.55,25.5
1348,NIFTY,17-Oct-14,24-Dec-14,7000,911.45,24.1
1350,NIFTY,20-Oct-14,24-Dec-14,7000,992,15.2
1352,NIFTY,21-Oct-14,24-Dec-14,7000,1031.8,12.7
1354,NIFTY,22-Oct-14,24-Dec-14,7000,1098.4,11.15
1356,NIFTY,23-Oct-14,24-Dec-14,7000,1108.4,10.8
1358,NIFTY,27-Oct-14,24-Dec-14,7000,1082.25,10.8
1360,NIFTY,28-Oct-14,24-Dec-14,7000,1126.35,9.9
1362,NIFTY,29-Oct-14,24-Dec-14,7000,1168.25,8.15
1364,NIFTY,30-Oct-14,24-Dec-14,7000,1234.1,6.6
1366,NIFTY,31-Oct-14,24-Dec-14,7000,1382.65,5.6
1368,NIFTY,03-Nov-14,24-Dec-14,7000,1399.85,5.6
1370,NIFTY,05-Nov-14,24-Dec-14,7000,1419.4,5.65
1372,NIFTY,07-Nov-14,24-Dec-14,7000,1408.9,5.25
1374,NIFTY,10-Nov-14,24-Dec-14,7000,1425.3,5.2
1376,NIFTY,11-Nov-14,24-Dec-14,7000,1434.25,4.55
1378,NIFTY,12-Nov-14,24-Dec-14,7000,1453.55,3.9
1380,NIFTY,13-Nov-14,24-Dec-14,7000,1415.8,3.65
1382,NIFTY,14-Nov-14,24-Dec-14,7000,1449.1,3.35
1384,NIFTY,17-Nov-14,24-Dec-14,7000,1489.6,3.1
1386,NIFTY,18-Nov-14,24-Dec-14,7000,1487.9,3
1388,NIFTY,19-Nov-14,24-Dec-14,7000,1438.2,2.95
1390,NIFTY,20-Nov-14,24-Dec-14,7000,1446.35,2.65
1392,NIFTY,21-Nov-14,24-Dec-14,7000,1534.8,2.45
1394,NIFTY,24-Nov-14,24-Dec-14,7000,1569.85,1.9
1396,NIFTY,25-Nov-14,24-Dec-14,7000,1500.4,1.15
1398,NIFTY,26-Nov-14,24-Dec-14,7000,1515.05,1.2
1400,NIFTY,27-Nov-14,24-Dec-14,7000,1533.8,1.05
1402,NIFTY,28-Nov-14,24-Dec-14,7000,1630.7,1.15
1404,NIFTY,01-Dec-14,24-Dec-14,7000,1587.45,1.05
1406,NIFTY,02-Dec-14,24-Dec-14,7000,1570.3,1
1408,NIFTY,03-Dec-14,24-Dec-14,7000,1571.2,0.85
1410,NIFTY,04-Dec-14,24-Dec-14,7000,1607.7,0.85
1412,NIFTY,05-Dec-14,24-Dec-14,7000,1567.8,0.8
1414,NIFTY,08-Dec-14,24-Dec-14,7000,1487.35,0.8
1416,NIFTY,09-Dec-14,24-Dec-14,7000,1389.95,0.85
1418,NIFTY,10-Dec-14,24-Dec-14,7000,1402.4,0.8
1420,NIFTY,11-Dec-14,24-Dec-14,7000,1337.35,0.9
1422,NIFTY,12-Dec-14,24-Dec-14,7000,1277.2,0.85
1424,NIFTY,15-Dec-14,24-Dec-14,7000,1261.8,0.6
1426,NIFTY,16-Dec-14,24-Dec-14,7000,1109.8,0.8
1428,NIFTY,17-Dec-14,24-Dec-14,7000,1050.05,1.65
1430,NIFTY,18-Dec-14,24-Dec-14,7000,1179.35,1.1
1432,NIFTY,19-Dec-14,24-Dec-14,7000,1235.3,0.8
1434,NIFTY,22-Dec-14,24-Dec-14,7000,1334.2,0.55
1436,NIFTY,23-Dec-14,24-Dec-14,7000,1272.45,0.4
1438,NIFTY,24-Dec-14,24-Dec-14,7000,0,0
1440,NIFTY,01-Jan-14,24-Dec-14,8000,149.75,1131.95
1442,NIFTY,02-Jan-14,24-Dec-14,8000,139.65,1207.45
1444,NIFTY,03-Jan-14,24-Dec-14,8000,137.3,1207.95
1446,NIFTY,06-Jan-14,24-Dec-14,8000,130.05,1220.25
1448,NIFTY,07-Jan-14,24-Dec-14,8000,123.9,1241.1
1450,NIFTY,08-Jan-14,24-Dec-14,8000,125,1221.7
1452,NIFTY,09-Jan-14,24-Dec-14,8000,120.9,1220.3
1454,NIFTY,10-Jan-14,24-Dec-14,8000,117.6,1208.7
1456,NIFTY,13-Jan-14,24-Dec-14,8000,130.55,1143.95
1458,NIFTY,14-Jan-14,24-Dec-14,8000,128.95,1165.8
1460,NIFTY,15-Jan-14,24-Dec-14,8000,136.3,1113.9
1462,NIFTY,16-Jan-14,24-Dec-14,8000,135.25,1105.45
1464,NIFTY,17-Jan-14,24-Dec-14,8000,125.2,1158.1
1466,NIFTY,20-Jan-14,24-Dec-14,8000,130.5,1123.65
1468,NIFTY,21-Jan-14,24-Dec-14,8000,132.95,1115.45
1470,NIFTY,22-Jan-14,24-Dec-14,8000,134.45,1093.95
1472,NIFTY,23-Jan-14,24-Dec-14,8000,142.65,1075.2
1474,NIFTY,24-Jan-14,24-Dec-14,8000,126.9,1153.6
1476,NIFTY,27-Jan-14,24-Dec-14,8000,116.05,1307.9
1478,NIFTY,28-Jan-14,24-Dec-14,8000,108.15,1302.25
1480,NIFTY,29-Jan-14,24-Dec-14,8000,114.35,1301.15
1482,NIFTY,30-Jan-14,24-Dec-14,8000,99,1347.9
1484,NIFTY,31-Jan-14,24-Dec-14,8000,99.95,1318.05
1486,NIFTY,03-Feb-14,24-Dec-14,8000,95.15,1396.85
1488,NIFTY,04-Feb-14,24-Dec-14,8000,94.6,1396.35
1490,NIFTY,05-Feb-14,24-Dec-14,8000,90.65,1376.75
1492,NIFTY,06-Feb-14,24-Dec-14,8000,91,1358.1
1494,NIFTY,07-Feb-14,24-Dec-14,8000,90.15,1333.35
1496,NIFTY,10-Feb-14,24-Dec-14,8000,88.7,1342.5
1498,NIFTY,11-Feb-14,24-Dec-14,8000,87.4,1334.1
1500,NIFTY,12-Feb-14,24-Dec-14,8000,90,1309.65
1502,NIFTY,13-Feb-14,24-Dec-14,8000,82.05,1392.9
1504,NIFTY,14-Feb-14,24-Dec-14,8000,85.25,1344.8
1506,NIFTY,17-Feb-14,24-Dec-14,8000,85.35,1320.9
1508,NIFTY,18-Feb-14,24-Dec-14,8000,87.3,1289.55
1510,NIFTY,19-Feb-14,24-Dec-14,8000,88,1264.75
1512,NIFTY,20-Feb-14,24-Dec-14,8000,81.5,1313.9
1514,NIFTY,21-Feb-14,24-Dec-14,8000,86.15,1260.35
1516,NIFTY,24-Feb-14,24-Dec-14,8000,88.1,1244.8
1518,NIFTY,25-Feb-14,24-Dec-14,8000,88.05,1223.85
1520,NIFTY,26-Feb-14,24-Dec-14,8000,89.15,1186.5
1522,NIFTY,28-Feb-14,24-Dec-14,8000,84.9,1156.25
1524,NIFTY,03-Mar-14,24-Dec-14,8000,78,1215.55
1526,NIFTY,04-Mar-14,24-Dec-14,8000,81.8,1139.35
1528,NIFTY,05-Mar-14,24-Dec-14,8000,73.65,1114
1530,NIFTY,06-Mar-14,24-Dec-14,8000,75.95,1053.35
1532,NIFTY,07-Mar-14,24-Dec-14,8000,89.95,996.15
1534,NIFTY,10-Mar-14,24-Dec-14,8000,100.4,976.5
1536,NIFTY,11-Mar-14,24-Dec-14,8000,97.3,991.6
1538,NIFTY,12-Mar-14,24-Dec-14,8000,96.4,983.6
1540,NIFTY,13-Mar-14,24-Dec-14,8000,90.35,998.05
1542,NIFTY,14-Mar-14,24-Dec-14,8000,98.05,982.4
1544,NIFTY,18-Mar-14,24-Dec-14,8000,99.9,956.75
1546,NIFTY,19-Mar-14,24-Dec-14,8000,102.75,946.15
1548,NIFTY,20-Mar-14,24-Dec-14,8000,96.5,992.8
1550,NIFTY,21-Mar-14,24-Dec-14,8000,98.9,974.75
1552,NIFTY,22-Mar-14,24-Dec-14,8000,95.05,969.35
1554,NIFTY,24-Mar-14,24-Dec-14,8000,110.7,916.8
1556,NIFTY,25-Mar-14,24-Dec-14,8000,107.25,907.95
1558,NIFTY,26-Mar-14,24-Dec-14,8000,107.9,896.2
1560,NIFTY,27-Mar-14,24-Dec-14,8000,109.9,865
1562,NIFTY,28-Mar-14,24-Dec-14,8000,113.25,827.25
1564,NIFTY,31-Mar-14,24-Dec-14,8000,114.3,818
1566,NIFTY,01-Apr-14,24-Dec-14,8000,109.05,800.2
1568,NIFTY,02-Apr-14,24-Dec-14,8000,106.35,790.15
1570,NIFTY,03-Apr-14,24-Dec-14,8000,103.95,802.7
1572,NIFTY,04-Apr-14,24-Dec-14,8000,102.3,833.9
1574,NIFTY,07-Apr-14,24-Dec-14,8000,101.75,834.65
1576,NIFTY,09-Apr-14,24-Dec-14,8000,121.25,773.4
1578,NIFTY,10-Apr-14,24-Dec-14,8000,128.8,772.85
1580,NIFTY,11-Apr-14,24-Dec-14,8000,134.8,786.9
1582,NIFTY,15-Apr-14,24-Dec-14,8000,132.5,831.4
1584,NIFTY,16-Apr-14,24-Dec-14,8000,120.45,882.45
